Full Item Description,DPCI,UPC,GENDER,Brand,Form,Price Tier
049-01-0891 LADY SPEED   2.3OZ GEL FRESH FUSION,49010891,2220000030,WOMEN'S,LADY SPEED STICK,GEL,PREMIUM
049-01-0894 SPEEDSTICK   STAINGUARD 2.7Z CLEAN,49010894,,MEN'S,SPEEDSTICK,STICKS/SOLID,
049-01-0895 SPEEDSTICK   STAINGUARD 2.7Z FRESH,49010895,2220096801,MEN'S,SPEEDSTICK,STICKS/SOLID,PREMIUM
049-01-0896 DEGREE 2.7OZ CLINICAL COOL RUSH,49010896,,MEN'S,DEGREE,CLINICAL,
049-01-0897 DEGREE 1.7OZ SHEER POWDER,49010897,7940001297,WOMEN'S,DEGREE,CLINICAL,SUPER PREMIUM/CLINICAL
049-01-0898 SECRET OL 2.6OZ SS Completely Clean,49010898,3700080998,WOMEN'S,SECRET,SOFT SOLID,PREMIUM
049-01-0901 SECRET OL 2.6OZ IS Unscen,49010901,3700080806,WOMEN'S,SECRET,STICKS/SOLID,PREMIUM
049-01-0903 GILLETTE SER 3.75OZ WLD RN BDY SPRY,49010903,,MEN'S,RIGHT GUARD,BODY SPRAY,PREMIUM
049-01-0905 DOVEMEN DM 1.7ZCLIN C CMFRT,49010905,7940006675,MEN'S,DOVE MEN,CLINICAL,SUPER PREMIUM/CLINICAL
049-01-0906 DOVEMEN DOVEMEN 3Z EXTRA FRESH,49010906,7940007217,MEN'S,DOVE MEN,STICKS/SOLID,PREMIUM
049-01-0907 DOVEMEN DOVEMEN 3Z CLN CMFRT,49010907,7940007216,MEN'S,DOVE MEN,STICKS/SOLID,PREMIUM
049-01-0908 DOVEMEN      3OZ ENGYSPICE,49010908,7940006981,MEN'S,DOVE MEN,STICKS/SOLID,PREMIUM
049-01-0909 DOVEMEN 2.7OZ UNSCENT,49010909,7940006673,MEN'S,DOVE MEN,STICKS/SOLID,PREMIUM
049-01-0910 DOVEMEN DOVEMEN2.7Z XTRAFRESH,49010910,7940006672,MEN'S,DOVE MEN,STICKS/SOLID,PREMIUM
049-01-0911 DOVEMEN DOVEMEN2.7Z CLNCMFRT,49010911,7940006671,MEN'S,DOVE MEN,STICKS/SOLID,PREMIUM
049-01-0912 SECRET OL 2.6OZ CG Unscented,49010912,3700080806,WOMEN'S,SECRET,GEL,PREMIUM
049-01-0913 SECRET SE 2.6OZ CG Cocoa Butter Kis,49010913,3700020370,WOMEN'S,SECRET,GEL,PREMIUM
049-01-0914 GILLETTE Fresh 2.6 oz Underarm Anti,49010914,4740064917,MEN'S,GILLETTE,STICKS/SOLID,PREMIUM
049-01-0915 GILLETTE Fresh 2.6 oz Underarm Anti,49010915,4740064916,MEN'S,GILLETTE,STICKS/SOLID,PREMIUM
049-01-0915 Gillette Fresh 2.6 oz Antiperspiran,49010915,4740064916,MEN'S,GILLETTE,STICKS/SOLID,PREMIUM
049-01-0916 Right Guard Xtreme Odor Combat GEL,49010916,1700013523,MEN'S,RIGHT GUARD,GEL,BASE
049-01-0916 Right Guard Scented 4 oz Antiperspi,49010916,1700013523,MEN'S,RIGHT GUARD,GEL,BASE
049-01-0917 Right Guard Xtreme Odor Combat SOLI,49010917,1700013519,MEN'S,RIGHT GUARD,STICKS/SOLID,BASE
049-01-0917 Right Guard 2.6 oz Antiperspirants,49010917,1700013519,MEN'S,RIGHT GUARD,STICKS/SOLID,BASE
049-01-0919 SECRET SE    2.7Z CG TRUTH OR PEAR,49010919,3700080902,WOMEN'S,SECRET,GEL,PREMIUM
049-01-0920 RIGHT GUARD  3.0OZ TOT DEF POWER PL,49010920,,MEN'S,RIGHT GUARD,,
049-01-0923 DEGREE 2.7OZ TWIN EXTR BLAST,49010923,7940026280,MEN'S,DEGREE,STICKS/SOLID,BASE
049-01-0924 SECRET FE    2.6Z IS SPRING COTTON,49010924,3700081040,WOMEN'S,SECRET,STICKS/SOLID,PREMIUM
049-01-0925 CERTAIN DRI  1.2FLOZ ANTI-PER ROLL,49010925,88941101140,WOMEN'S,CERTAIN DRI,CLINICAL,SUPER PREMIUM/CLINICAL
049-01-0927 SECRET SE 2.6OZ CG So Very Summerbe,49010927,3700080905,WOMEN'S,SECRET,GEL,PREMIUM
049-01-0928 DEGREE 2.7OZ IS COOL RUSH,49010928,7940026540,MEN'S,DEGREE,STICKS/SOLID,BASE
049-01-0929 DEGREE 2.7OZ SPORT INV SOLID,49010929,7940026570,MEN'S,DEGREE,STICKS/SOLID,BASE
049-01-0930 SECRET SE    3Z BSPRAY VAVA VANILLA,49010930,3700081066,WOMEN'S,SECRET,MIST,PREMIUM
049-01-0935 Dove 3.8oz  Cool Essentials DS,49010935,7940034218,WOMEN'S,DOVE BEAUTY,DRY SPRAY,PREMIUM PLUS
049-01-0936 Dove 3.8oz Beauty Finish DS,49010936,7940034219,WOMEN'S,DOVE BEAUTY,DRY SPRAY,PREMIUM PLUS
049-01-0937 Dove 3.8oz Sensitive Skin  DS,49010937,7940034220,WOMEN'S,DOVE BEAUTY,DRY SPRAY,PREMIUM PLUS
049-01-0938 Dove 3.8oz Skin Renew DS,49010938,7940034241,WOMEN'S,DOVE BEAUTY,DRY SPRAY,PREMIUM PLUS
049-01-0939 Ecom Dove Beauty Scented 3.8 floz U,49010939,7940034243,WOMEN'S,DOVE BEAUTY,DRY SPRAY,PREMIUM PLUS
049-01-0939 Dove 3.8oz Revive Dry Spray,49010939,7940034243,WOMEN'S,DOVE BEAUTY,DRY SPRAY,PREMIUM PLUS
049-01-0939 Ecom Dove Beauty Scented 3.8 floz A,49010939,7940034243,WOMEN'S,DOVE BEAUTY,DRY SPRAY,PREMIUM PLUS
049-01-0940 Dove 3.8oz Nourished Beauty DS,49010940,7940034242,WOMEN'S,DOVE BEAUTY,DRY SPRAY,PREMIUM PLUS
049-01-0940 Dove 3.8oz Nourished Beauty Dry Spr,49010940,7940034242,WOMEN'S,DOVE BEAUTY,DRY SPRAY,PREMIUM PLUS
049-01-0942 DEGREE 2.7Z ADN IS SPORT DFEN,49010942,7940007021,MEN'S,DEGREE,STICKS/SOLID,PREMIUM
049-01-0943 DEGREE 2.7Z ADN IS ADVENTURE,49010943,7940006147,MEN'S,DEGREE,STICKS/SOLID,PREMIUM
049-01-0944 DOVE         3OZ MIST REVIVE,49010944,7940006877,WOMEN'S,DOVE BEAUTY,MIST,PREMIUM
049-01-0945 DOVE         3Z MIST COOL ESSENTIAL,49010945,7940036628,WOMEN'S,DOVE BEAUTY,MIST,PREMIUM
049-01-0948 Axe 2.7z IS Urban,49010948,7940052756,MEN'S,AXE,STICKS/SOLID,PREMIUM
049-01-0950 Axe 3.0z Signature Deodorant,49010950,7940052758,MEN'S,AXE,STICKS/SOLID,PREMIUM
049-01-0950 Axe 3.0z Signature Deo,49010950,7940052758,MEN'S,AXE,STICKS/SOLID,PREMIUM
049-01-0950 Axe Scented 3 oz Antiperspirants An,49010950,7940052758,MEN'S,AXE,STICKS/SOLID,PREMIUM
049-01-0951 OLD SPICE    FR CO DEOMTTRHRN 2.6OZ,49010951,1204401559,MEN'S,OLD SPICE,STICKS/SOLID,PREMIUM
049-01-0952 OLD SPICE FC 2.6OZ IS Fiji,49010952,1204401560,MEN'S,OLD SPICE,STICKS/SOLID,PREMIUM
049-01-0953 OLD SPICE FC 2.6OZ IS Denali,49010953,1204401561,MEN'S,OLD SPICE,STICKS/SOLID,PREMIUM
049-01-0954 GILLETTE IS 5.2Z FRESH TWIN,49010954,4740064927,MEN'S,GILLETTE,STICKS/SOLID,PREMIUM
049-01-0955 GILLETTE     2.6 OZ SOLID,49010955,4740064939,MEN'S,GILLETTE,STICKS/SOLID,PREMIUM
049-01-0956 Axe 3.0z Urban Deodorant,49010956,7940052760,MEN'S,AXE,STICKS/SOLID,PREMIUM
049-01-0956 Axe 3.0z Urban Deo,49010956,7940052760,MEN'S,AXE,STICKS/SOLID,PREMIUM
049-01-0956 Axe Unscented 3 oz Antiperspirants,49010956,7940052760,MEN'S,AXE,STICKS/SOLID,PREMIUM
049-01-0958 OLD SPICE HE 6OZ DEO Original Twin,49010958,1204403956,MEN'S,OLD SPICE,STICKS/SOLID,BASE
049-01-0959 DEGREE       3.8 FLOZ EVEREST AERO,49010959,7940034366,MEN'S,DEGREE,DRY SPRAY,PREMIUM PLUS
049-01-0959 Degree For Men 3.8oz Everest Dry Sp,49010959,7940034366,MEN'S,DEGREE,DRY SPRAY,PREMIUM PLUS
049-01-0959 Ecom Degree Scented 3.8 floz Antipe,49010959,7940034366,MEN'S,DEGREE,DRY SPRAY,PREMIUM PLUS
049-01-0960 Degree For Men 3.8oz Extreme DS,49010960,7940034367,MEN'S,DEGREE,DRY SPRAY,PREMIUM PLUS
049-01-0961 Degree For Men 3.8oz Adventure DS,49010961,7940034368,MEN'S,DEGREE,DRY SPRAY,PREMIUM PLUS
049-01-0962 Ecom Degree Scented 3.8 floz Antipe,49010962,7940034369,MEN'S,DEGREE,DRY SPRAY,PREMIUM PLUS
049-01-0962 Degree 3.8oz Overtime Dry Spray,49010962,7940034369,MEN'S,DEGREE,DRY SPRAY,PREMIUM PLUS
049-01-0963 Degree For Men 3.8oz Sport Defense,49010963,7940044121,MEN'S,DEGREE,DRY SPRAY,PREMIUM PLUS
049-01-0964 Axe 3.8z Urban Dry Spray,49010964,7940053194,MEN'S,AXE,DRY SPRAY,PREMIUM PLUS
049-01-0964 Axe 3.8z Air Urban Spray,49010964,7940053194,MEN'S,AXE,DRY SPRAY,PREMIUM PLUS
049-01-0964 Axe Scented 2.7 floz Antiperspirant,49010964,7940053194,MEN'S,AXE,DRY SPRAY,PREMIUM PLUS
049-01-0964 Axe Scented 2.7 oz Antiperspirants,49010964,7940053194,MEN'S,AXE,DRY SPRAY,PREMIUM PLUS
049-01-0965 SECRET RO 2.2OZ Powder Fresh,49010965,3700012440,WOMEN'S,SECRET,ROLL ON,BASE
049-01-0972 Dove Beauty 3.8z Original Clean DS,49010972,7940052806,WOMEN'S,DOVE BEAUTY,DRY SPRAY,PREMIUM PLUS
049-01-0972 Dove Beauty Clean 3.8 floz Antipers,49010972,7940052806,WOMEN'S,DOVE BEAUTY,DRY SPRAY,PREMIUM PLUS
049-01-0972 Dove Original Clean Dry Spray 3.8oz,49010972,7940052806,WOMEN'S,DOVE BEAUTY,DRY SPRAY,PREMIUM PLUS
049-01-0972 Dove 3.8oz Original Clean Dry Spray,49010972,7940052806,WOMEN'S,DOVE BEAUTY,DRY SPRAY,PREMIUM PLUS
049-01-0972 Dove Beauty Clean 3.8 floz Total Bo,49010972,7940052806,WOMEN'S,DOVE BEAUTY,DRY SPRAY,PREMIUM PLUS
049-01-0973 Degree For Women 3.8z Active Shield,49010973,7940052746,WOMEN'S,DEGREE,DRY SPRAY,PREMIUM PLUS
049-01-0973 Degree DFW Active Shield DS 3.8oz,49010973,7940052746,WOMEN'S,DEGREE,DRY SPRAY,PREMIUM PLUS
049-01-0973 Degree Clean 3.8 oz Antiperspirants,49010973,7940052746,WOMEN'S,DEGREE,DRY SPRAY,PREMIUM PLUS
049-01-0976 DEGREE       2.6Z IS NE OLIVE LEAF,49010976,7940006824,WOMEN'S,DEGREE,STICKS/SOLID,PREMIUM
049-01-0977 DEGREE       2.6Z IS NE ORANGE FLWR,49010977,,WOMEN'S,DEGREE,STICKS/SOLID,
049-01-0978 DEGREE       3Z NE MIST OLIVE LEAF,49010978,7940006827,WOMEN'S,DEGREE,MIST,PREMIUM
049-01-0979 DEGREE       3Z NE MIST HONEYSUCKLE,49010979,,,DEGREE,,
049-01-0983 DEGREE       2.6Z IS NE HONEYSUCKLE,49010983,7940006825,WOMEN'S,DEGREE,STICKS/SOLID,PREMIUM
049-01-0984 AXE          4OZ BS TWIST,49010984,7940006154,MEN'S,AXE,BODY SPRAY,PREMIUM
049-01-0985 AXE          2.7OZ IS TWIST,49010985,,MEN'S,AXE,STICKS/SOLID,PREMIUM
049-01-0986 AXE          3OZ DEO TWIST,49010986,,MEN'S,AXE,STICKS/SOLID,PREMIUM
049-01-0987 DEGREE       1.7Z CLINICL ADVENTURE,49010987,,MEN'S,DEGREE,CLINICAL,
049-01-0988 DOVE         2.7Z CLINICL ORIG CLN,49010988,,WOMEN'S,DOVE BEAUTY,CLINICAL,SUPER PREMIUM/CLINICAL
049-01-0991 Degree For Men 2.7z IS MotionSense,49010991,7940052612,MEN'S,DEGREE,STICKS/SOLID,PREMIUM
049-01-0991 Degree For Men Active Shield 2.7oz,49010991,7940052612,MEN'S,DEGREE,STICKS/SOLID,PREMIUM
049-01-0992 Dove Men 3.8z Sensitive Shield Dry,49010992,7940052803,MEN'S,DOVE MEN,DRY SPRAY,PREMIUM PLUS
049-01-0992 Dove Men+Care 3.8z Sensitive Shield,49010992,7940052803,MEN'S,DOVE MEN,DRY SPRAY,PREMIUM PLUS
049-01-0992 Dove Men Clean 3.8 floz Antiperspir,49010992,7940052803,MEN'S,DOVE MEN,DRY SPRAY,PREMIUM PLUS
049-01-0993 AXE 2.7OZ Essence Invisible Solid,49010993,7940055100,MEN'S,AXE,STICKS/SOLID,PREMIUM
049-01-0994 AXE 2.7OZ Phoenix Invisible Solid,49010994,7940055110,MEN'S,AXE,STICKS/SOLID,PREMIUM
049-01-0996 AXE          2.7OZ IS KILO,49010996,7940055120,MEN'S,AXE,STICKS/SOLID,PREMIUM
049-01-0999 SPEEDSTICK   ALPINE FORCE A/P 3OZ,49010999,,MEN'S,SPEEDSTICK,STICKS/SOLID,PREMIUM
049-01-0999 Dove Men Fresh 3 oz Underarm Anti-p,49010999,,MEN'S,DOVE MEN,STICKS/SOLID,PREMIUM
049-01-0999 Dove Men Fresh 3 oz Antiperspirants,49010999,,MEN'S,DOVE MEN,STICKS/SOLID,PREMIUM
049-01-1001 Dove Men 3.8z Cool Fresh Dry Spray,49011001,7940052804,MEN'S,DOVE MEN,DRY SPRAY,PREMIUM PLUS
049-01-1001 Dove Men+Care 3.8z Cool Fresh Dry S,49011001,7940052804,MEN'S,DOVE MEN,DRY SPRAY,PREMIUM PLUS
049-01-1001 Dove Men Fresh 3.8 floz Antiperspir,49011001,7940052804,MEN'S,DOVE MEN,DRY SPRAY,PREMIUM PLUS
049-01-1002 Dove Men 2.7z IS Cool Fresh,49011002,7940053552,MEN'S,DOVE MEN,STICKS/SOLID,PREMIUM
049-01-1003 Degree For Women 2.6z IS Active Shi,49011003,7940052507,WOMEN'S,DEGREE,STICKS/SOLID,PREMIUM
049-01-1004 Degree For Women Daisy Fresh DS 3.8,49011004,,WOMEN'S,DeGREE,DRY SPRAY,PREMIUM PLUS
049-01-1005 DOVE BEAUTY DOVEMEN TWIN CLNCMFRT,49011005,7940030209,MEN'S,DOVE MEN,STICKS/SOLID,PREMIUM
049-01-1005 Dove Men+Care 2.7z Twin Clean Comfo,49011005,7940030209,MEN'S,DOVE MEN,STICKS/SOLID,PREMIUM
049-01-1006 OLD SPICE RZ 2.6OZ INV SOL PURE SPT,49011006,1204400430,MEN'S,OLD SPICE,STICKS/SOLID,PREMIUM
049-01-1007 OLD SPICE RZ 2.6OZ INV SOL AQU REEF,49011007,,MEN'S,OLD SPICE,STICKS/SOLID,PREMIUM
049-01-1008 Degree For Women 1.7z Clinical Acti,49011008,7940053724,WOMEN'S,DEGREE,CLINICAL,SUPER PREMIUM/CLINICAL
049-01-1009 OLD SPICE RZ 2.6OZ IS AFTER HOURS,49011009,,MEN'S,OLD SPICE,STICKS/SOLID,PREMIUM
049-01-1010 Degree For Men 3.8z Active Shield D,49011010,7940052745,MEN'S,DEGREE,DRY SPRAY,PREMIUM PLUS
049-01-1010 Degree Clean 3.8 floz Antiperspiran,49011010,7940052745,MEN'S,DEGREE,DRY SPRAY,PREMIUM PLUS
049-01-1010 Degree For Men 3.8oz Active Shield,49011010,7940052745,MEN'S,DEGREE,DRY SPRAY,PREMIUM PLUS
049-01-1011 Degree For Men 3.8oz Cool Rush Dry,49011011,7940034370,MEN'S,DEGREE,DRY SPRAY,PREMIUM PLUS
049-01-1011 Degree Cool Rush 3.8 oz Antiperspir,49011011,7940034370,MEN'S,DEGREE,DRY SPRAY,PREMIUM PLUS
049-01-1011 Degree Clean 3.8 floz Antiperspiran,49011011,7940034370,MEN'S,DEGREE,DRY SPRAY,PREMIUM PLUS
049-01-1011 Degree Clean 3.8 oz Antiperspirants,49011011,7940034370,MEN'S,DEGREE,DRY SPRAY,PREMIUM PLUS
049-01-1012 Dove 5.2z DAC Cool Essentials,49011012,7940053576,WOMEN'S,DOVE BEAUTY,STICKS/SOLID,PREMIUM PLUS
049-01-1012 Dove Advanced Care 2.6z Twin Cool E,49011012,7940053576,WOMEN'S,DOVE BEAUTY,STICKS/SOLID,PREMIUM PLUS
049-01-1012 Dove Beauty cucumber 5.2 oz Antiper,49011012,7940053576,WOMEN'S,DOVE BEAUTY,STICKS/SOLID,PREMIUM PLUS
049-01-1013 SECRET       2.1 OZ POW+FREE .5OZ P,49011013,3700060586,WOMEN'S,SECRET,CLINICAL,SUPER PREMIUM/CLINICAL
049-01-1014 SECRET       2.1 OZ L&F+FREE .5OZ L,49011014,3700060588,WOMEN'S,SECRET,CLINICAL,SUPER PREMIUM/CLINICAL
049-01-1015 Dove Advanced Care 2.6z Twin Skin R,49011015,7940053577,WOMEN'S,DOVE BEAUTY,STICKS/SOLID,PREMIUM PLUS
049-01-1015 Dove 5.2z DAC Skin Renew,49011015,7940053577,WOMEN'S,DOVE BEAUTY,STICKS/SOLID,PREMIUM PLUS
049-01-1015 Dove Beauty Scented 2.6 floz Antipe,49011015,7940053577,WOMEN'S,DOVE BEAUTY,STICKS/SOLID,PREMIUM PLUS
049-01-1015 Dove Beauty Scented 5.2 floz Antipe,49011015,7940053577,WOMEN'S,DOVE BEAUTY,STICKS/SOLID,PREMIUM PLUS
049-01-1017 OLD SPICE    4.3 OZ CHAMPION NFL+FR,49011017,3700058898,MEN'S,OLD SPICE,STICKS/SOLID,PREMIUM
049-01-1018 Dove Advanced Care 2.6z Twin Caring,49011018,7940053578,WOMEN'S,DOVE BEAUTY,STICKS/SOLID,PREMIUM PLUS
049-01-1018 Dove Beauty coconut 5.2 oz Antipers,49011018,7940053578,WOMEN'S,DOVE BEAUTY,STICKS/SOLID,PREMIUM PLUS
049-01-1020 Axe 2.7z IS Adrenaline,49011020,7940052755,MEN'S,AXE,STICKS/SOLID,PREMIUM
049-01-1021 Axe 3.0z Adrenaline Deodorant,49011021,7940052759,MEN'S,AXE,STICKS/SOLID,PREMIUM
049-01-1022 Axe 3.8z Adrenaline Dry Spray,49011022,7940053149,MEN'S,AXE,DRY SPRAY,PREMIUM PLUS
049-01-1022 Axe Adrenaline 3.8oz Dry Spray,49011022,7940053149,MEN'S,AXE,DRY SPRAY,PREMIUM PLUS
049-01-1022 Axe Scented 3.8 floz Antiperspirant,49011022,7940053149,MEN'S,AXE,DRY SPRAY,PREMIUM PLUS
049-01-1023 Mitchum Fresh 3.4 oz Antiperspirant,49011023,30997863400,MEN'S,MITCHUM,GEL,PREMIUM
049-01-1024 Mitchum Powder 2.25 oz Antiperspira,49011024,30997598745,WOMEN'S,LADY MITCHUM,CLINICAL,SUPER PREMIUM/CLINICAL
049-01-1025 DOVE         2.6Z ESS+1ZMST APR12SC,49011025,7940024528,WOMEN'S,DOVE BEAUTY,STICKS/SOLID,PREMIUM
049-01-1030 LADYSPEED    2.3OZ COCO LIME AP/DEO,49011030,2220096051,WOMEN'S,LADY SPEED STICK,STICKS/SOLID,BASE
049-01-1031 Mitchum Unscented 2.7 oz Antiperspi,49011031,30997475599,WOMEN'S,LADY MITCHUM,STICKS/SOLID,BASE
049-01-1032 OLD SPICE    4.3 OZ SWAGGER NFL+FRE,49011032,3700058897,MEN'S,OLD SPICE,STICKS/SOLID,PREMIUM
049-01-1033 AXE          2.7OZ IS CLIX,49011033,,MEN'S,AXE,STICKS/SOLID,PREMIUM
049-01-1034 Secret Powder .5 oz Antiperspirants,49011034,3700088457,WOMEN'S,SECRET,CLINICAL,SUPER PREMIUM/CLINICAL
049-01-1035 SPEEDSTICK   3OZ FRESH SCNT AP/DEO,49011035,2220000490,MEN'S,SPEEDSTICK,STICKS/SOLID,PREMIUM
049-01-1036 SPEEDSTICK   3OZ PWR ENERGY AP/DEO,49011036,2220095814,MEN'S,SPEEDSTICK,STICKS/SOLID,PREMIUM
049-01-1037 SOFT AND DRI 2OZ PWR STRP CITRUS SQ,49011037,,MEN'S,SOFT N DRI,,
049-01-1038 BURTBEES     MENS DEODOR,49011038,,MEN'S,BURTS BEES,,
049-01-1041 SUAVE 2.6OZ TWIN PACK POWDER,49011041,7940084060,WOMEN'S,SUAVE,STICKS/SOLID,BASE
049-01-1042 AXE KILO     4OZ W/ 1OZ ESSENCE,49011042,,MEN'S,AXE,BODY SPRAY,PREMIUM
049-01-1044 SECRET CL 1.6OZ SS Sensitive Aloe,49011044,3700085023,WOMEN'S,SECRET,CLINICAL,SUPER PREMIUM/CLINICAL
049-01-1045 SECRET CL 2.6OZ SS Lavender,49011045,3700085149,WOMEN'S,SECRET,CLINICAL,SUPER PREMIUM/CLINICAL
049-01-1046 SECRET CL 1.6OZ SS Stress Response,49011046,3700085051,WOMEN'S,SECRET,CLINICAL,SUPER PREMIUM/CLINICAL
049-01-1047 AXE          2-1.7OZ ANRCHY+1.7OZ,49011047,7940031487,MEN'S,AXE,STICKS/SOLID,PREMIUM
049-01-1048 DEGREE       2-2.7OZ CL RSH+1.7OZ,49011048,7940031647,MEN'S,DEGREE,STICKS/SOLID,BASE
049-01-1049 BAN Total Refresh Cooling Body Clot,49011049,1904519453,WOMEN'S,BAN,ROLL ON,BASE
049-01-1051 Old Spice Scented 3.75 oz Total Bod,49011051,1204404130,MEN'S,OLD SPICE,BODY SPRAY,PREMIUM
049-01-1051 Old Spice Scented 3.75 floz Total B,49011051,1204404130,MEN'S,OLD SPICE,BODY SPRAY,PREMIUM
049-01-1053 SECRET       4OZ SO VRY SMMRBRRY BS,49011053,3700027996,WOMEN'S,SECRET,BODY SPRAY,PREMIUM
049-01-1053 SECRET 4OZ SO VERY SUMMERBERRY BS,49011053,3700027996,WOMEN'S,SECRET,BODY SPRAY,PREMIUM
049-01-1054 SECRET 4OZ COCOA BUTTERKISS BS,49011054,3700027994,WOMEN'S,SECRET,BODY SPRAY,PREMIUM
049-01-1055 SECRET 4OZ LAVENDER BS,49011055,3700027985,WOMEN'S,SECRET,BODY SPRAY,PREMIUM
049-01-1058 AXE ESSENCE  4OZ SPRY W/1OZ TOUCH S,49011058,,MEN'S,AXE,BODY SPRAY,PREMIUM
049-01-1061 AXE 2.7oz Apollo Invisible Solid,49011061,7940061999,MEN'S,AXE,STICKS/SOLID,PREMIUM
049-01-1061 Axe Fresh 2.7 oz Antiperspirants An,49011061,7940061999,MEN'S,AXE,STICKS/SOLID,PREMIUM
049-01-1062 AXE 3OZ Phoenix Deodorant,49011062,7940062161,MEN'S,AXE,STICKS/SOLID,PREMIUM
049-01-1062 Axe Clean 3 oz Antiperspirants And,49011062,7940062161,MEN'S,AXE,STICKS/SOLID,PREMIUM
049-01-1063 SPEEDSTICK   2PK STAINGUARD CLEAN,49011063,,MEN'S,SPEEDSTICK,,
049-01-1064 DEGREE       2.7OZ+1.7OZ SPORT,49011064,7940022613,MEN'S,DEGREE,STICKS/SOLID,PREMIUM
049-01-1065 DEGREE       2.7OZ+1.7OZ ADVANCE,49011065,7940022614,MEN'S,DEGREE,STICKS/SOLID,PREMIUM
049-01-1066 DEGREE       4.4 OZ SOLID,49011066,7940022615,MEN'S,DEGREE,STICKS/SOLID,PREMIUM
049-01-1067 OLD SPICE    FR COL FIJI 4Z SPRAY,49011067,1204401693,MEN'S,OLD SPICE,BODY SPRAY,PREMIUM
049-01-1068 OLD SPICE    FR COL MHORN 4Z SPRAY,49011068,,MEN'S,OLD SPICE,BODY SPRAY,PREMIUM
049-01-1069 OLD SPICE    FR COL CYPRUS 4Z SPRAY,49011069,1204401691,MEN'S,OLD SPICE,BODY SPRAY,PREMIUM
049-01-1070 OLD SPICE    FR COL DENALI 4Z SPRAY,49011070,1204401690,MEN'S,OLD SPICE,BODY SPRAY,PREMIUM
049-01-1071 OLD SPICE RZ 6OZ DEO Swagger Twin,49011071,1204403756,MEN'S,OLD SPICE,STICKS/SOLID,PREMIUM
049-01-1073 SECRET SE    2.7OZ GEL MYSTC MELON,49011073,3700047578,WOMEN'S,SECRET,GEL,PREMIUM
049-01-1074 SECRET SE 2.6OZ IS Lavender,49011074,3700049704,WOMEN'S,SECRET,STICKS/SOLID,PREMIUM
049-01-1075 SECRET CL 1.6OZ SS FW ORCHID,49011075,3700049692,WOMEN'S,SECRET,CLINICAL,SUPER PREMIUM/CLINICAL
049-01-1076 SECRET CL 1.6OZ SS LAV,49011076,3700049694,WOMEN'S,SECRET,CLINICAL,SUPER PREMIUM/CLINICAL
049-01-1077 OLD SPICE FC 5.2OZ IS Fiji Twin,49011077,1204402036,MEN'S,OLD SPICE,STICKS/SOLID,PREMIUM
049-01-1087 Tom's of Maine 2.25 oz Antiperspira,49011087,7732683559,MEN'S,TOM'S OF MAINE,STICKS/SOLID,BASE
049-01-1090 LADY SPEED   2.3OZ Power Spring,49011090,2220096119,WOMEN'S,LADY SPEED STICK,STICKS/SOLID,BASE
049-01-1091 LADY SPEED   STAINGUARD 2.3SLKY CHF,49011091,,WOMEN'S,LADY SPEED STICK,,
049-01-1092 IRISH SPRING 3OZ DEO LEGENDARY,49011092,2220093083,MEN'S,IRISH SPRING,STICKS/SOLID,BASE
049-01-1094 IRISH SPRING 3OZ DEO ORIGINAL,49011094,2220096120,MEN'S,IRISH SPRING,STICKS/SOLID,BASE
049-01-1100 OLD SPICE RZ 4OZ GLACIAL BS W/ON PK,49011100,,MEN'S,OLD SPICE,BODY SPRAY,PREMIUM
049-01-1106 Suave 2.6 oz Antiperspirants And De,49011106,,WOMEN'S,SUAVE,STICKS/SOLID,BASE
049-01-1106 Suave 2.6z Twin Powder Soft,49011106,,WOMEN'S,SUAVE,STICKS/SOLID,BASE
,49011107,,WOMEN'S,SUAVE,AEROSOL,
049-01-1108 Degree 2.6 oz Antiperspirants And D,49011108,,WOMEN'S,DEGREE,STICKS/SOLID,PREMIUM
049-01-1111 Degree 2.6 oz Antiperspirants And D,49011111,,WOMEN'S,DEGREE,STICKS/SOLID,PREMIUM
049-01-1113 Degree 2.6 oz Antiperspirants And D,49011113,,WOMEN'S,DEGREE,STICKS/SOLID,PREMIUM
049-01-1114 Degree 2.6 oz Antiperspirants And D,49011114,,WOMEN'S,DEGREE,STICKS/SOLID,PREMIUM
049-01-1125 OLD SPICE FC 3.25Z DEO MTRH TRAV BW,49011125,,MEN'S,OLD SPICE,,
049-01-1128 OLD SPICE FC 2.6Z APDO DENL TRAV BW,49011128,,MEN'S,OLD SPICE,,
049-01-1129 DEGREE       2.6OZ+.5OZ AC+CLINICAL,49011129,7940025862,WOMEN'S,DEGREE,STICKS/SOLID,PREMIUM
049-01-1130 DEGREE       2.6OZ+.5OZ FRSH ENRG,49011130,7940025863,WOMEN'S,DEGREE,STICKS/SOLID,PREMIUM
049-01-1131 DEGREE       2.6OZ+.5OZ PURE CLN+CL,49011131,7940025865,WOMEN'S,DEGREE,STICKS/SOLID,PREMIUM
049-01-1135 Every Man Jack 3oz Eucalyptus Mint,49011135,87863900030,MEN'S,EVERY MAN JACK,STICKS/SOLID,PREMIUM
049-01-1136 OLD SPICE Fresh Underarm Anti-persp,49011136,3700058913,MEN'S,OLD SPICE,GIFTPACK,PREMIUM
049-01-1146 SPEEDSTICK   3OZ 24/7 GEL FR RUSH,49011146,2220095604,MEN'S,SPEEDSTICK,GEL,PREMIUM
